,area_type,availability,total_sqft,bath,price,bhk
445,Super built-up  Area,1.0,1404.0,2.0,71.0,2.0
446,Super built-up  Area,1.0,1715.0,2.0,95.0,3.0
447,Built-up  Area,0.0,630.0,1.0,34.65,1.0
448,Super built-up  Area,1.0,175212.0,3.0,135.0,3.0
449,Super built-up  Area,1.0,1650.0,3.0,78.0,3.0
450,Super built-up  Area,1.0,1295.0,2.0,55.47,2.0
451,Plot  Area,1.0,1800.0,3.0,252.0,3.0
452,Super built-up  Area,0.0,1346.0,2.0,74.03,2.0
453,Plot  Area,1.0,1200.0,4.0,200.0,4.0
454,Super built-up  Area,1.0,1150.0,2.0,55.0,2.0
455,Built-up  Area,1.0,3309.0,4.0,325.0,4.0
456,Super built-up  Area,0.0,1190.0,2.0,30.35,3.0
457,Super built-up  Area,1.0,1620.0,3.0,98.0,3.0
458,Super built-up  Area,0.0,950.0,2.0,46.96,2.0
459,Super built-up  Area,1.0,5000.0,9.0,360.0,11.0
460,Super built-up  Area,1.0,2450.0,3.0,120.0,3.0
461,Super built-up  Area,0.0,1220.0,2.0,35.23,3.0
462,Super built-up  Area,1.0,850.0,2.0,30.0,2.0
463,Built-up  Area,1.0,1020.0,2.0,63.0,2.0
464,Built-up  Area,1.0,1100.0,2.0,50.0,2.0
465,Super built-up  Area,1.0,1150.0,2.0,126.0,2.0
466,Super built-up  Area,0.0,1760.0,2.0,130.0,3.0
467,Super built-up  Area,1.0,1800.0,3.0,110.0,3.0
468,Super built-up  Area,1.0,1070.0,2.0,54.0,2.0
469,Plot  Area,1.0,1500.0,4.0,220.0,4.0
470,Plot  Area,1.0,1440.0,2.0,95.0,2.0
471,Super built-up  Area,1.0,900.0,2.0,40.0,2.0
472,Built-up  Area,1.0,1200.0,4.0,230.0,4.0
473,Super built-up  Area,0.0,1130.0,2.0,42.16,2.0
474,Super built-up  Area,1.0,1320.0,2.0,165.0,2.0
475,Super built-up  Area,0.0,1270.0,2.0,98.0,2.0
476,Built-up  Area,1.0,1200.0,2.0,62.0,2.0
477,Super built-up  Area,1.0,4800.0,4.0,235.0,4.0
478,Super built-up  Area,1.0,1200.0,2.0,74.0,2.0
479,Super built-up  Area,1.0,929.0,2.0,50.17,2.0
480,Built-up  Area,1.0,1150.0,4.0,260.0,4.0
481,Plot  Area,1.0,1125.0,4.0,180.0,4.0
482,Plot  Area,1.0,500.0,3.0,65.0,5.0
483,Plot  Area,1.0,1200.0,5.0,190.0,5.0
484,Super built-up  Area,1.0,1464.0,3.0,56.0,3.0
485,Super built-up  Area,1.0,3600.0,4.0,400.0,4.0
486,Plot  Area,1.0,2000.0,4.0,99.0,4.0
487,Super built-up  Area,1.0,1208.0,2.0,49.0,2.0
488,Super built-up  Area,1.0,1130.0,2.0,60.0,2.0
489,Super built-up  Area,1.0,1753.0,3.0,120.0,3.0
490,Super built-up  Area,1.0,4500.0,7.0,337.0,5.0
491,Plot  Area,1.0,600.0,3.0,58.0,3.0
492,Super built-up  Area,0.0,1196.0,2.0,94.42,2.0
493,Built-up  Area,1.0,1150.0,3.0,52.5,2.0
494,Super built-up  Area,0.0,1128.0,2.0,63.0,2.0
495,Super built-up  Area,1.0,1000.0,2.0,53.0,2.0
496,Super built-up  Area,1.0,1035.0,2.0,45.0,2.0
497,Built-up  Area,1.0,950.0,2.0,32.0,2.0
498,Super built-up  Area,1.0,1075.0,2.0,36.0,3.0
499,Super built-up  Area,1.0,1040.0,2.0,48.5,2.0
500,Plot  Area,0.0,720.0,2.0,45.0,2.0
501,Super built-up  Area,1.0,1511.0,3.0,95.0,3.0
502,Built-up  Area,1.0,1300.0,3.0,58.0,3.0
503,Super built-up  Area,0.0,1545.0,3.0,68.75,3.0
504,Built-up  Area,1.0,375.0,2.0,26.0,1.0
505,Super built-up  Area,1.0,1062.0,2.0,38.0,2.0
506,Super built-up  Area,1.0,1115.0,2.0,40.0,2.0
507,Super built-up  Area,1.0,1000.0,2.0,35.0,2.0
508,Super built-up  Area,0.0,883.0,2.0,45.0,2.0
509,Super built-up  Area,0.0,1195.0,2.0,70.0,2.0
510,Plot  Area,1.0,1200.0,3.0,165.0,4.0
511,Built-up  Area,1.0,700.0,1.0,41.0,1.0
512,Super built-up  Area,1.0,1246.0,2.0,67.0,2.0
513,Plot  Area,1.0,660.0,4.0,90.0,4.0
514,Plot  Area,1.0,8500.0,4.0,145.0,4.0
515,Super built-up  Area,1.0,1600.0,4.0,80.0,4.0
516,Super built-up  Area,0.0,2805.0,5.0,154.0,4.0
517,Super built-up  Area,1.0,1584.0,3.0,65.0,3.0
518,Plot  Area,1.0,3000.0,5.0,275.0,4.0
519,Built-up  Area,1.0,1175.0,2.0,48.0,3.0
520,Built-up  Area,0.0,1595.0,3.0,115.0,3.0
521,Super built-up  Area,1.0,1353.0,2.0,110.0,2.0
522,Super built-up  Area,0.0,1599.0,3.0,125.0,3.0
523,Super built-up  Area,1.0,1150.0,2.0,70.0,2.0
524,Super built-up  Area,0.0,5230.0,6.0,465.0,4.0
525,Super built-up  Area,1.0,1155.0,2.0,42.74,2.0
526,Built-up  Area,1.0,1200.0,2.0,85.0,1.0
527,Super built-up  Area,0.0,1000.0,2.0,25.0,2.0
528,Super built-up  Area,1.0,3000.0,4.0,120.0,4.0
529,Built-up  Area,1.0,1867.0,3.0,160.0,3.0
530,Super built-up  Area,0.0,1251.0,2.0,47.0,2.0
531,Super built-up  Area,0.0,1028.0,2.0,45.5,2.0
532,Super built-up  Area,1.0,1222.0,2.0,45.0,2.0
533,Super built-up  Area,1.0,1170.0,2.0,66.0,3.0
534,Super built-up  Area,1.0,2400.0,4.0,245.0,3.0
535,Super built-up  Area,1.0,1385.0,2.0,48.48,3.0
536,Super built-up  Area,1.0,1372.0,2.0,68.0,2.0
537,Super built-up  Area,1.0,1282.0,2.0,49.0,3.0
538,Super built-up  Area,1.0,5000.0,9.0,210.0,9.0
539,Built-up  Area,1.0,3000.0,3.0,528.0,5.0
540,Super built-up  Area,1.0,1135.0,2.0,39.73,2.0
541,Built-up  Area,0.0,1768.0,3.0,101.0,3.0
542,Built-up  Area,1.0,1325.0,2.0,90.0,3.0
543,Super built-up  Area,0.0,1599.0,3.0,99.0,3.0
544,Plot  Area,0.0,1500.0,3.0,61.95,3.0
545,Plot  Area,1.0,2610.0,3.0,499.0,3.0
546,Super built-up  Area,1.0,1286.0,2.0,63.0,2.0
547,Built-up  Area,1.0,2845.0,5.0,140.0,5.0
548,Super built-up  Area,1.0,1600.0,2.0,50.0,3.0
549,Super built-up  Area,0.0,1317.5,2.0,63.77,2.0
550,Super built-up  Area,1.0,3450.0,5.0,260.0,3.0
551,Super built-up  Area,0.0,1102.0,2.0,53.67,2.0
552,Super built-up  Area,1.0,1350.0,2.0,54.0,2.0
553,Super built-up  Area,1.0,1200.0,2.0,42.0,3.0
554,Plot  Area,1.0,1300.0,6.0,145.0,6.0
555,Plot  Area,1.0,1800.0,1.0,80.0,2.0
556,Built-up  Area,1.0,950.0,2.0,40.0,2.0
557,Super built-up  Area,0.0,525.0,1.0,27.25,1.0
558,Built-up  Area,1.0,656.0,2.0,25.0,2.0
559,Plot  Area,1.0,1780.0,4.0,175.0,4.0
560,Super built-up  Area,1.0,1056.0,2.0,80.0,2.0
561,Super built-up  Area,0.0,595.0,1.0,33.32,1.0
562,Built-up  Area,1.0,1080.0,2.0,50.0,2.0
563,Super built-up  Area,0.0,2225.0,3.0,160.0,3.0
564,Super built-up  Area,0.0,1126.0,2.0,28.15,2.0
565,Super built-up  Area,1.0,1490.0,3.0,84.0,3.0
566,Plot  Area,1.0,2000.0,4.0,300.0,4.0
567,Super built-up  Area,1.0,1550.0,3.0,100.0,3.0
568,Super built-up  Area,1.0,1600.0,3.0,86.0,3.0
569,Built-up  Area,1.0,1160.0,2.0,55.0,2.0
570,Built-up  Area,1.0,4144.0,4.0,315.0,4.0
571,Super built-up  Area,1.0,2100.0,3.0,125.0,3.0
572,Super built-up  Area,1.0,1404.0,2.0,69.3,2.0
573,Plot  Area,1.0,2230.0,4.0,225.0,4.0
574,Super built-up  Area,1.0,1544.0,3.0,120.0,3.0
575,Super built-up  Area,0.0,1305.0,2.0,58.7,3.0
576,Super built-up  Area,1.0,1230.0,2.0,80.0,2.0
577,Plot  Area,1.0,1200.0,2.0,65.0,2.0
578,Super built-up  Area,1.0,1460.0,3.0,73.0,3.0
579,Plot  Area,0.0,1800.0,,34.185,
580,Built-up  Area,1.0,967.0,2.0,45.0,2.0
581,Built-up  Area,1.0,540.0,1.0,36.0,1.0
582,Super built-up  Area,0.0,715.0,1.0,46.0,1.0
583,Super built-up  Area,1.0,2500.0,3.0,313.0,3.0
584,Super built-up  Area,1.0,1578.0,3.0,180.0,3.0
585,Super built-up  Area,1.0,1020.0,2.0,48.95,2.0
586,Super built-up  Area,1.0,1020.0,2.0,40.0,2.0
587,Super built-up  Area,1.0,1253.0,2.0,102.0,2.0
588,Super built-up  Area,1.0,1180.0,2.0,42.0,2.0
589,Super built-up  Area,1.0,961.0,2.0,38.0,2.0
590,Built-up  Area,1.0,1419.0,3.0,75.0,3.0
591,Super built-up  Area,1.0,1709.0,3.0,150.0,3.0
592,Plot  Area,1.0,1600.0,2.0,115.0,2.0
593,Super built-up  Area,0.0,416.0,1.0,18.5,1.0
594,Carpet  Area,1.0,1100.0,2.0,98.0,2.0
595,Super built-up  Area,1.0,1430.0,2.0,65.0,3.0
596,Super built-up  Area,1.0,1260.0,2.0,45.0,2.0
597,Built-up  Area,1.0,1630.0,3.0,85.0,3.0
598,Super built-up  Area,0.0,1249.0,3.0,44.71,3.0
599,Super built-up  Area,1.0,1450.0,2.0,85.0,3.0
600,Super built-up  Area,0.0,2791.0,3.0,223.0,3.0
601,Super built-up  Area,1.0,600.0,1.0,90.0,1.0
602,Built-up  Area,1.0,834.0,1.0,60.0,1.0
603,Plot  Area,1.0,1125.0,4.0,70.0,3.0
604,Super built-up  Area,1.0,2060.0,3.0,140.0,3.0
605,Super built-up  Area,0.0,12000.0,7.0,2200.0,7.0
606,Built-up  Area,1.0,891.0,2.0,25.0,2.0
607,Super built-up  Area,1.0,1133.0,2.0,49.07,2.0
608,Built-up  Area,1.0,1075.0,2.0,37.0,3.0
609,Super built-up  Area,0.0,3000.0,5.0,260.0,4.0
610,Plot  Area,1.0,2440.0,5.0,425.0,4.0
611,Built-up  Area,1.0,1200.0,2.0,55.0,2.0
612,Super built-up  Area,1.0,1075.0,2.0,45.8,2.0
613,Super built-up  Area,1.0,1140.0,2.0,40.0,2.0
614,Plot  Area,1.0,940.0,4.0,150.0,5.0
615,Plot  Area,1.0,2160.0,5.0,250.0,6.0
616,Super built-up  Area,1.0,1090.0,2.0,42.0,2.0
617,Built-up  Area,1.0,1500.0,4.0,70.0,4.0
618,Super built-up  Area,1.0,4104.0,4.0,360.0,4.0
619,Super built-up  Area,1.0,1790.0,3.0,100.0,3.0
620,Super built-up  Area,0.0,1920.0,3.0,134.0,3.0
621,Built-up  Area,1.0,1374.0,2.0,95.0,2.0
622,Carpet  Area,1.0,1445.0,3.0,95.0,3.0
623,Super built-up  Area,0.0,711.0,1.0,36.0,1.0
624,Super built-up  Area,1.0,1500.0,3.0,95.0,3.0
625,Super built-up  Area,1.0,1720.0,3.0,100.0,3.0
626,Super built-up  Area,1.0,1400.0,3.0,60.0,3.0
627,Built-up  Area,1.0,1030.0,2.0,49.0,2.0
628,Super built-up  Area,1.0,1200.0,2.0,85.0,2.0
629,Carpet  Area,0.0,1375.0,3.0,70.0,3.0
630,Plot  Area,1.0,1050.0,1.0,56.0,2.0
631,Super built-up  Area,1.0,2250.0,3.0,160.0,3.0
632,Super built-up  Area,1.0,1000.0,2.0,50.0,2.0
633,Super built-up  Area,1.0,469.0,1.0,25.0,1.0
634,Super built-up  Area,1.0,3800.0,4.0,250.0,4.0
635,Super built-up  Area,1.0,883.0,2.0,29.0,2.0
636,Super built-up  Area,1.0,1820.0,2.0,86.0,3.0
637,Built-up  Area,1.0,1440.0,2.0,65.0,3.0
638,Super built-up  Area,1.0,3600.0,4.0,160.0,6.0
639,Built-up  Area,1.0,2500.0,5.0,325.0,4.0
640,Super built-up  Area,0.0,1225.0,2.0,48.0,2.0
641,Plot  Area,1.0,4000.0,3.0,660.0,3.0
642,Carpet  Area,1.0,875.0,2.0,52.8,2.0
643,Super built-up  Area,1.0,750.0,1.0,40.0,1.0
644,Super built-up  Area,1.0,1180.0,2.0,80.0,2.0
645,Super built-up  Area,1.0,1194.0,2.0,47.0,2.0
646,Super built-up  Area,1.0,1500.0,2.0,62.0,3.0
647,Super built-up  Area,1.0,1160.0,2.0,52.2,2.0
648,Built-up  Area,1.0,4125.0,9.0,265.0,9.0
649,Super built-up  Area,1.0,2378.0,3.0,262.0,3.0
650,Super built-up  Area,1.0,1128.0,2.0,60.0,2.0
651,Super built-up  Area,1.0,1500.0,3.0,150.0,3.0
652,Built-up  Area,0.0,1220.0,2.0,35.23,3.0
653,Super built-up  Area,1.0,1210.0,2.0,58.0,2.0
654,Super built-up  Area,0.0,1100.0,2.0,58.0,3.0
655,Super built-up  Area,1.0,1200.0,3.0,46.0,3.0
656,Built-up  Area,0.0,3385.0,5.0,260.0,4.0
657,Super built-up  Area,1.0,1641.0,3.0,66.0,3.0
658,Super built-up  Area,1.0,1200.0,2.0,45.0,2.0
659,Super built-up  Area,1.0,1260.0,2.0,67.39,2.0
660,Super built-up  Area,1.0,1720.0,3.0,78.0,3.0
661,Super built-up  Area,1.0,1132.5,2.0,48.13,2.0
662,Super built-up  Area,1.0,1210.0,2.0,45.98,2.0
663,Built-up  Area,1.0,2200.0,4.0,200.0,4.0
664,Super built-up  Area,1.0,1075.0,2.0,45.0,3.0
665,Built-up  Area,1.0,1702.0,3.0,130.0,3.0
666,Super built-up  Area,1.0,1630.0,2.0,200.0,2.0
667,Super built-up  Area,1.0,1141.0,2.0,38.55,2.0
668,Super built-up  Area,0.0,2072.0,3.0,108.0,3.0
669,Super built-up  Area,0.0,5520.0,,375.0,5.0
670,Built-up  Area,1.0,1200.0,2.0,70.0,3.0
671,Super built-up  Area,1.0,1350.0,3.0,77.0,3.0
672,Built-up  Area,0.0,4046.0,4.0,445.0,4.0
673,Super built-up  Area,0.0,1180.0,2.0,78.34,3.0
674,Built-up  Area,1.0,35000.0,3.0,130.0,3.0
675,Super built-up  Area,1.0,1355.0,2.0,115.0,2.0
676,Plot  Area,1.0,600.0,1.0,50.0,1.0
677,Plot  Area,1.0,1200.0,7.0,150.0,7.0
678,Super built-up  Area,1.0,1640.0,2.0,120.0,3.0
679,Plot  Area,1.0,1200.0,5.0,100.0,5.0
680,Super built-up  Area,1.0,1190.0,2.0,57.0,3.0
681,Plot  Area,1.0,2400.0,4.0,375.0,4.0
682,Super built-up  Area,1.0,1019.0,2.0,49.85,2.0
683,Super built-up  Area,1.0,1875.0,3.0,165.0,3.0
684,Super built-up  Area,0.0,1250.0,3.0,40.0,3.0
685,Plot  Area,1.0,1200.0,3.0,140.0,3.0
686,Super built-up  Area,1.0,1140.0,2.0,56.0,2.0
687,Super built-up  Area,1.0,1683.0,3.0,109.0,3.0
688,Super built-up  Area,1.0,1515.0,3.0,83.3,3.0
689,Super built-up  Area,0.0,2118.0,4.0,111.0,4.0
690,Built-up  Area,1.0,1380.0,3.0,58.0,4.0
691,Super built-up  Area,1.0,1083.0,2.0,61.75,2.0
692,Plot  Area,1.0,600.0,2.0,55.0,2.0
693,Built-up  Area,1.0,2300.0,3.0,120.0,3.0
694,Super built-up  Area,1.0,1240.0,2.0,60.0,2.0
695,Super built-up  Area,1.0,1750.0,3.0,120.0,3.0
696,Super built-up  Area,0.0,1230.0,2.0,43.48,2.0
697,Plot  Area,0.0,1500.0,3.0,139.0,3.0
698,Super built-up  Area,1.0,985.0,2.0,40.39,2.0
699,Plot  Area,1.0,1500.0,2.0,87.0,3.0
700,Built-up  Area,0.0,1125.0,2.0,32.49,2.0
701,Built-up  Area,1.0,950.0,2.0,44.0,2.0
702,Super built-up  Area,0.0,5600.0,,548.5,5.0
703,Super built-up  Area,1.0,1580.0,3.0,76.0,3.0
704,Plot  Area,1.0,1092.0,2.0,98.5,3.0
705,Built-up  Area,0.0,1090.0,2.0,28.34,2.0
706,Built-up  Area,0.0,2264.0,3.0,159.0,3.0
707,Super built-up  Area,0.0,1033.0,2.0,25.53,3.0
708,Super built-up  Area,0.0,810.0,2.0,24.5,2.0
709,Super built-up  Area,1.0,1045.0,2.0,45.0,2.0
710,Super built-up  Area,0.0,1337.0,2.0,82.0,2.0
711,Super built-up  Area,1.0,1200.0,2.0,32.0,2.0
712,Super built-up  Area,1.0,1580.0,3.0,160.0,3.0
713,Super built-up  Area,1.0,1500.0,2.0,54.0,3.0
714,Super built-up  Area,0.0,1640.0,4.0,91.0,3.0
715,Super built-up  Area,1.0,1570.0,3.0,62.0,3.0
716,Super built-up  Area,1.0,1470.0,2.0,82.0,3.0
717,Super built-up  Area,1.0,1160.0,2.0,40.61,2.0
718,Built-up  Area,1.0,1050.0,2.0,71.0,2.0
719,Super built-up  Area,0.0,1855.0,3.0,225.0,3.0
720,Super built-up  Area,1.0,1460.0,2.0,90.0,3.0
721,Built-up  Area,1.0,1823.0,3.0,100.0,3.0
722,Super built-up  Area,1.0,1094.0,2.0,42.0,2.0
723,Super built-up  Area,1.0,1153.0,2.0,57.0,2.0
724,Built-up  Area,1.0,1325.0,3.0,57.0,3.0
725,Plot  Area,1.0,1200.0,3.0,85.0,4.0
726,Built-up  Area,1.0,1590.0,2.0,125.0,3.0
727,Plot  Area,1.0,1210.0,4.0,160.0,5.0
728,Plot  Area,1.0,1200.0,4.0,220.0,4.0
729,Super built-up  Area,1.0,1202.0,2.0,48.0,2.0
730,Built-up  Area,1.0,1202.0,2.0,53.0,2.0
731,Super built-up  Area,1.0,1200.0,2.0,62.5,2.0
732,Super built-up  Area,0.0,1688.0,3.0,118.0,3.0
733,Built-up  Area,1.0,1020.0,2.0,52.0,2.0
734,Super built-up  Area,1.0,1185.0,2.0,47.0,2.0
735,Super built-up  Area,0.0,1235.0,2.0,52.04,2.0
736,Super built-up  Area,1.0,3205.0,5.0,500.0,4.0
737,Super built-up  Area,1.0,1077.0,2.0,37.64,2.0
738,Super built-up  Area,1.0,1415.0,2.0,66.0,3.0
739,Super built-up  Area,0.0,2330.0,3.0,162.0,3.0
740,Super built-up  Area,1.0,805.0,2.0,35.0,2.0
741,Built-up  Area,1.0,425.0,1.0,20.03,1.0
742,Super built-up  Area,1.0,1155.0,2.0,59.95,2.0
743,Super built-up  Area,1.0,5270.0,4.0,1250.0,4.0
744,Super built-up  Area,1.0,656.0,2.0,22.0,2.0
745,Built-up  Area,1.0,1100.0,2.0,48.0,2.0
746,Super built-up  Area,1.0,1150.0,2.0,52.0,2.0
747,Plot  Area,1.0,600.0,1.0,60.0,1.0
748,Super built-up  Area,1.0,1468.0,2.0,140.0,2.0
749,Plot  Area,1.0,4300.0,5.0,550.0,4.0
750,Super built-up  Area,0.0,2280.0,4.0,126.0,3.0
751,Super built-up  Area,1.0,1341.0,2.0,97.0,2.0
752,Super built-up  Area,1.0,1279.0,2.0,77.0,2.0
753,Super built-up  Area,0.0,2225.0,4.0,98.88,4.0
754,Super built-up  Area,1.0,1185.0,2.0,43.51,2.0
755,Super built-up  Area,1.0,1750.0,3.0,85.0,3.0
756,Super built-up  Area,1.0,1152.0,2.0,53.5,2.0
757,Plot  Area,1.0,1000.0,4.0,160.0,5.0
758,Super built-up  Area,1.0,1300.0,2.0,36.0,2.0
759,Plot  Area,0.0,2760.0,4.0,155.0,4.0
760,Super built-up  Area,0.0,1070.0,2.0,39.0,2.0
761,Super built-up  Area,1.0,1101.0,2.0,45.0,2.0
762,Super built-up  Area,1.0,775.0,2.0,55.0,2.0
763,Super built-up  Area,1.0,667.0,1.0,36.85,1.0
764,Super built-up  Area,1.0,1070.0,2.0,55.0,2.0
765,Built-up  Area,1.0,1875.0,2.0,110.0,3.0
766,Super built-up  Area,1.0,735.0,2.0,57.99,2.0
767,Plot  Area,1.0,4360.0,4.0,90.0,5.0
768,Super built-up  Area,1.0,1750.0,3.0,130.0,3.0
769,Super built-up  Area,1.0,1215.0,2.0,67.0,2.0
770,Plot  Area,1.0,600.0,9.0,190.0,9.0
771,Super built-up  Area,1.0,820.0,2.0,30.0,2.0
772,Super built-up  Area,0.0,1177.5,2.0,59.935,2.0
773,Super built-up  Area,1.0,1779.0,3.0,89.61,3.0
774,Built-up  Area,1.0,1105.0,2.0,58.0,2.0
775,Built-up  Area,1.0,1000.0,2.0,93.0,1.0
776,Super built-up  Area,1.0,1650.0,3.0,60.0,3.0
777,Super built-up  Area,1.0,1694.0,2.0,150.0,2.0
778,Super built-up  Area,1.0,2376.0,3.0,203.0,3.0
779,Super built-up  Area,1.0,1975.0,3.0,150.0,3.0
780,Super built-up  Area,1.0,674.0,2.0,33.0,2.0
781,Super built-up  Area,1.0,1185.0,2.0,41.0,2.0
782,Super built-up  Area,1.0,445.0,1.0,28.0,1.0
783,Built-up  Area,1.0,900.0,7.0,76.0,6.0
784,Super built-up  Area,1.0,1475.0,3.0,75.0,3.0
785,Super built-up  Area,1.0,1618.0,3.0,82.5,3.0
786,Super built-up  Area,1.0,1120.0,2.0,65.0,2.0
787,Super built-up  Area,1.0,2181.0,3.0,152.0,4.0
788,Plot  Area,1.0,1200.0,4.0,90.0,4.0
789,Plot  Area,1.0,600.0,4.0,65.0,6.0
790,Super built-up  Area,0.0,1556.0,2.0,59.13,3.0
791,Super built-up  Area,0.0,1179.0,2.0,66.02,2.0
792,Super built-up  Area,1.0,1296.0,2.0,83.0,2.0
793,Built-up  Area,1.0,1275.0,2.0,52.0,2.0
794,Built-up  Area,1.0,1875.0,2.0,300.0,7.0
795,Super built-up  Area,1.0,1400.0,2.0,77.0,3.0
796,Super built-up  Area,1.0,1222.0,2.0,63.0,2.0
797,Super built-up  Area,1.0,940.0,2.0,41.0,2.0
798,Super built-up  Area,1.0,1185.0,2.0,42.6,2.0
799,Super built-up  Area,1.0,1779.0,3.0,112.0,3.0
800,Super built-up  Area,1.0,1615.0,3.0,59.76,3.0
801,Super built-up  Area,0.0,4624.5,,453.0,4.0
802,Super built-up  Area,1.0,1056.0,2.0,61.0,2.0
803,Super built-up  Area,1.0,1100.0,2.0,46.0,2.0
804,Built-up  Area,1.0,920.0,2.0,40.0,2.0
805,Super built-up  Area,1.0,1602.0,2.0,75.0,3.0
806,Built-up  Area,1.0,1176.0,2.0,62.0,2.0
807,Plot  Area,1.0,675.0,3.0,59.0,4.0
808,Super built-up  Area,1.0,1352.0,3.0,135.0,3.0
809,Built-up  Area,1.0,1717.0,3.0,99.0,3.0
810,Plot  Area,0.0,10961.0,4.0,80.0,4.0
811,Super built-up  Area,0.0,2119.0,4.0,111.0,4.0
812,Super built-up  Area,1.0,1246.0,2.0,67.3,2.0
813,Super built-up  Area,0.0,1141.0,2.0,42.79,2.0
814,Built-up  Area,1.0,1157.0,2.0,84.0,2.0
815,Super built-up  Area,0.0,1025.0,2.0,27.68,2.0
816,Built-up  Area,1.0,650.0,1.0,33.0,1.0
817,Super built-up  Area,1.0,1349.0,2.0,98.0,2.0
818,Super built-up  Area,1.0,1566.0,3.0,83.3,3.0
819,Super built-up  Area,1.0,2830.0,3.0,195.0,4.0
820,Built-up  Area,0.0,1320.0,2.0,38.13,3.0
821,Super built-up  Area,0.0,1780.0,3.0,84.83,3.0
822,Super built-up  Area,1.0,1091.0,2.0,34.9,2.0
823,Super built-up  Area,1.0,3670.0,4.0,300.0,4.0
824,Built-up  Area,1.0,918.0,2.0,50.49,2.0
825,Super built-up  Area,0.0,1950.0,4.0,130.0,4.0
826,Super built-up  Area,1.0,1695.0,3.0,90.0,3.0
827,Super built-up  Area,1.0,1705.0,3.0,95.0,3.0
828,Built-up  Area,1.0,1375.0,3.0,75.0,3.0
829,Super built-up  Area,0.0,525.0,1.0,30.0,1.0
830,Built-up  Area,0.0,1447.0,2.0,83.0,2.0
831,Super built-up  Area,1.0,1114.0,2.0,39.0,2.0
832,Super built-up  Area,1.0,1450.0,2.0,100.0,3.0
833,Super built-up  Area,1.0,460.0,1.0,15.0,2.0
834,Built-up  Area,1.0,1022.0,2.0,40.0,2.0
835,Built-up  Area,1.0,1000.0,2.0,45.0,2.0
836,Super built-up  Area,0.0,1128.0,2.0,68.75,2.0
837,Super built-up  Area,0.0,1180.0,2.0,57.0,2.0
838,Built-up  Area,1.0,1000.0,6.0,69.0,6.0
839,Plot  Area,1.0,1200.0,2.0,150.0,2.0
840,Super built-up  Area,1.0,3761.0,3.0,660.0,3.0
841,Super built-up  Area,1.0,1339.0,2.0,75.0,2.0
842,Super built-up  Area,1.0,1400.0,2.0,55.0,3.0
843,Super built-up  Area,1.0,1040.0,2.0,39.52,2.0
844,Super built-up  Area,1.0,1198.0,2.0,58.0,2.0
845,Plot  Area,1.0,1200.0,3.0,95.0,4.0
846,Super built-up  Area,1.0,1691.0,3.0,113.0,3.0
847,Super built-up  Area,1.0,1075.0,3.0,36.0,3.0
848,Super built-up  Area,0.0,1630.0,3.0,194.0,3.0
849,Super built-up  Area,0.0,1240.0,3.0,43.5,3.0
850,Super built-up  Area,0.0,1122.5,2.0,58.935,2.0
851,Super built-up  Area,1.0,1665.0,3.0,86.58,3.0
852,Built-up  Area,1.0,2489.0,3.0,94.0,3.0
853,Built-up  Area,1.0,1142.0,2.0,70.0,2.0
854,Super built-up  Area,1.0,1976.0,3.0,184.0,3.0
855,Plot  Area,1.0,5500.0,4.0,600.0,4.0
856,Super built-up  Area,1.0,1853.0,3.0,82.0,3.0
857,Plot  Area,1.0,600.0,4.0,72.0,8.0
858,Super built-up  Area,1.0,1567.0,2.0,92.0,2.0
859,Super built-up  Area,1.0,1090.0,2.0,27.24,2.0
860,Plot  Area,1.0,1200.0,4.0,125.0,6.0
861,Plot  Area,1.0,2400.0,4.0,640.0,4.0
862,Super built-up  Area,1.0,1175.0,2.0,51.47,2.0
863,Built-up  Area,1.0,1200.0,2.0,52.0,2.0
864,Built-up  Area,1.0,995.0,2.0,41.0,2.0
865,Super built-up  Area,1.0,884.0,2.0,41.1,2.0
866,Plot  Area,1.0,900.0,3.0,80.0,5.0
867,Built-up  Area,1.0,1170.0,2.0,57.0,2.0
868,Super built-up  Area,1.0,1225.0,2.0,46.55,2.0
869,Super built-up  Area,0.0,1342.0,2.0,73.3,2.0
870,Built-up  Area,0.0,1345.0,2.0,67.0,2.0
871,Built-up  Area,1.0,1320.0,3.0,65.0,3.0
872,Super built-up  Area,1.0,1100.0,2.0,45.0,2.0
873,Super built-up  Area,1.0,1140.0,2.0,49.39,2.0
874,Super built-up  Area,1.0,1300.0,2.0,50.0,2.0
875,Super built-up  Area,1.0,1652.0,3.0,85.0,3.0
876,Super built-up  Area,1.0,2072.0,4.0,142.0,3.0
877,Built-up  Area,1.0,1740.0,2.0,95.0,3.0
878,Super built-up  Area,1.0,1360.0,2.0,71.0,3.0
879,Super built-up  Area,1.0,1145.0,2.0,60.0,3.0
880,Built-up  Area,1.0,1540.0,2.0,40.0,3.0
881,Super built-up  Area,1.0,1278.0,2.0,95.0,2.0
882,Super built-up  Area,0.0,630.0,1.0,40.0,1.0
883,Super built-up  Area,0.0,1100.0,3.0,58.0,3.0
884,Plot  Area,1.0,1200.0,3.0,95.0,3.0
885,Built-up  Area,1.0,2500.0,6.0,115.0,7.0
886,Super built-up  Area,0.0,582.5,1.0,15.135,1.0
887,Super built-up  Area,0.0,1015.0,2.0,25.88,2.0
888,Built-up  Area,1.0,3300.0,5.0,240.0,5.0
889,Plot  Area,1.0,4500.0,5.0,415.0,5.0
