,area_type,location,total_sqft,bath,price,bhk
413,Built-up  Area,Amruthahalli,485.0,1.0,19.5,1.0
414,Super built-up  Area,Anandapura,1167.0,2.0,43.76,2.0
415,Plot  Area,Anandapura,1000.0,2.0,55.0,2.0
416,Super built-up  Area,Anandapura,1141.0,2.0,42.79,2.0
418,Plot  Area,Anandapura,1200.0,2.0,67.0,2.0
419,Plot  Area,Anandapura,1200.0,2.0,58.0,2.0
420,Super built-up  Area,Anandapura,1151.0,2.0,43.1,2.0
421,Super built-up  Area,Anandapura,1141.0,2.0,42.75,2.0
422,Plot  Area,Anandapura,900.0,2.0,48.0,2.0
423,Plot  Area,Anandapura,1749.0,4.0,90.0,4.0
424,Super built-up  Area,Anandapura,1151.0,2.0,42.9,2.0
426,Built-up  Area,Anandapura,1250.0,2.0,45.0,2.0
427,Super built-up  Area,Anandapura,1151.0,2.0,43.16,2.0
428,Built-up  Area,Anandapura,1200.0,2.0,58.0,2.0
429,Plot  Area,Anandapura,1200.0,2.0,66.0,3.0
430,Plot  Area,Anandapura,1415.0,2.0,74.0,3.0
431,Super built-up  Area,Anandapura,1200.0,2.0,50.0,2.0
432,Super built-up  Area,Anandapura,1141.0,2.0,50.0,2.0
434,Super built-up  Area,Ananth Nagar,500.0,1.0,14.0,1.0
435,Super built-up  Area,Ananth Nagar,1100.0,2.0,31.5,2.0
436,Super built-up  Area,Ananth Nagar,982.0,2.0,24.55,2.0
437,Super built-up  Area,Ananth Nagar,500.0,2.0,14.0,1.0
438,Super built-up  Area,Ananth Nagar,900.0,2.0,22.5,2.0
439,Super built-up  Area,Ananth Nagar,908.0,2.0,26.0,2.0
440,Super built-up  Area,Ananth Nagar,870.0,2.0,36.0,2.0
441,Super built-up  Area,Ananth Nagar,937.0,2.0,35.0,2.0
442,Built-up  Area,Ananth Nagar,960.0,2.0,37.0,2.0
443,Super built-up  Area,Ananth Nagar,500.0,1.0,14.0,1.0
444,Super built-up  Area,Ananth Nagar,1000.0,2.0,29.7,2.0
445,Built-up  Area,Ananth Nagar,850.0,2.0,25.99,2.0
446,Super built-up  Area,Ananth Nagar,902.0,2.0,25.26,2.0
447,Built-up  Area,Ananth Nagar,1470.0,3.0,54.0,3.0
448,Built-up  Area,Ananth Nagar,810.0,2.0,25.5,2.0
449,Super built-up  Area,Ananth Nagar,890.0,2.0,27.0,2.0
450,Super built-up  Area,Ananth Nagar,1200.0,2.0,36.0,2.0
452,Super built-up  Area,Ananth Nagar,1319.0,3.0,42.0,3.0
453,Super built-up  Area,Ananth Nagar,1000.0,2.0,25.0,2.0
454,Super built-up  Area,Ananth Nagar,902.0,2.0,25.0,2.0
455,Super built-up  Area,Ananth Nagar,930.0,2.0,25.99,2.0
456,Super built-up  Area,Ananth Nagar,1074.0,2.0,26.85,2.0
457,Super built-up  Area,Ananth Nagar,500.0,1.0,14.0,1.0
458,Super built-up  Area,Ananth Nagar,1010.0,2.0,38.0,2.0
459,Super built-up  Area,Ananth Nagar,992.0,2.0,24.8,2.0
460,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
461,Super built-up  Area,Anekal,656.0,2.0,22.0,2.0
462,Super built-up  Area,Anekal,620.0,2.0,22.0,2.0
463,Super built-up  Area,Anekal,600.0,1.0,16.5,1.0
464,Super built-up  Area,Anekal,925.0,2.0,40.0,2.0
465,Super built-up  Area,Anekal,530.0,1.0,18.0,1.0
466,Plot  Area,Anekal,1800.0,3.0,68.0,3.0
467,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
468,Super built-up  Area,Anekal,1035.0,2.0,38.3,2.0
469,Super built-up  Area,Anekal,888.0,2.0,34.0,2.0
470,Plot  Area,Anekal,1200.0,2.0,36.1,2.0
471,Built-up  Area,Anekal,700.0,1.0,19.4,2.0
472,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
473,Plot  Area,Anekal,1200.0,2.0,36.0,4.0
474,Super built-up  Area,Anekal,766.0,2.0,28.0,2.0
475,Built-up  Area,Anekal,620.0,1.0,23.5,2.0
476,Super built-up  Area,Anekal,1150.0,3.0,45.0,3.0
477,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
478,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
479,Built-up  Area,Anekal,400.0,1.0,11.5,1.0
480,Super built-up  Area,Anekal,456.0,1.0,15.0,1.0
481,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
482,Plot  Area,Anekal,1200.0,1.0,36.0,2.0
483,Plot  Area,Anekal,2400.0,4.0,95.0,3.0
484,Plot  Area,Anekal,1200.0,2.0,36.1,2.0
485,Plot  Area,Anekal,1200.0,2.0,36.1,2.0
486,Super built-up  Area,Anekal,680.0,1.0,21.0,2.0
487,Built-up  Area,Anekal,420.0,1.0,12.5,1.0
488,Super built-up  Area,Anekal,625.0,1.0,25.0,2.0
489,Built-up  Area,Anjanapura,1850.0,4.0,86.0,4.0
490,Super built-up  Area,Anjanapura,1070.0,2.0,39.0,2.0
491,Plot  Area,Anjanapura,1500.0,3.0,121.0,3.0
492,Super built-up  Area,Anjanapura,1070.0,2.0,37.0,2.0
493,Super built-up  Area,Anjanapura,950.0,2.0,40.0,2.0
494,Built-up  Area,Anjanapura,1280.0,2.0,45.0,3.0
495,Super built-up  Area,Anjanapura,710.0,2.0,25.0,2.0
497,Built-up  Area,Anjanapura,950.0,2.0,32.0,2.0
498,Super built-up  Area,Anjanapura,1800.0,4.0,55.0,4.0
499,Super built-up  Area,Anjanapura,1843.0,3.0,87.54,3.0
500,Super built-up  Area,Anjanapura,1076.0,2.0,30.13,2.0
501,Built-up  Area,Anjanapura,950.0,2.0,30.0,2.0
502,Built-up  Area,Ardendale,1100.0,2.0,43.25,2.0
503,Super built-up  Area,Ardendale,1750.0,3.0,100.0,3.0
504,Built-up  Area,Ardendale,3198.0,4.0,200.0,4.0
505,Super built-up  Area,Ardendale,2422.0,4.0,160.0,4.0
506,Super built-up  Area,Ardendale,1750.0,3.0,100.0,3.0
507,Plot  Area,Ardendale,3200.0,4.0,205.0,4.0
508,Super built-up  Area,Ardendale,1728.0,3.0,95.0,3.0
509,Super built-up  Area,Ardendale,1100.0,2.0,48.0,2.0
510,Super built-up  Area,Ardendale,2062.0,3.0,140.0,4.0
511,Super built-up  Area,Ardendale,2062.0,3.0,150.0,4.0
513,Super built-up  Area,Ardendale,1224.0,2.0,70.0,2.0
514,Super built-up  Area,Ardendale,1650.0,3.0,82.0,3.0
515,Super built-up  Area,Ardendale,2062.0,3.0,140.0,4.0
516,Built-up  Area,Ardendale,1650.0,3.0,82.0,3.0
517,Super built-up  Area,Ardendale,1224.0,2.0,67.0,2.0
518,Super built-up  Area,Ardendale,1723.0,3.0,95.0,3.0
519,Super built-up  Area,Arekere,2060.0,3.0,140.0,3.0
520,Built-up  Area,Arekere,4125.0,9.0,265.0,9.0
521,Built-up  Area,Arekere,1740.0,2.0,95.0,3.0
522,Built-up  Area,Arekere,1190.0,2.0,55.0,2.0
523,Built-up  Area,Arekere,600.0,1.0,28.0,1.0
524,Super built-up  Area,Arekere,2072.0,3.0,108.0,3.0
525,Super built-up  Area,Arekere,1100.0,2.0,55.0,2.0
526,Super built-up  Area,Arekere,900.0,2.0,50.0,2.0
527,Super built-up  Area,Arekere,2710.0,6.0,142.0,4.0
528,Super built-up  Area,Arekere,1240.0,2.0,60.0,2.0
529,Super built-up  Area,Arekere,900.0,2.0,44.5,2.0
530,Super built-up  Area,Attibele,450.0,1.0,11.0,1.0
531,Built-up  Area,Attibele,1600.0,4.0,52.8,4.0
532,Built-up  Area,Attibele,656.0,2.0,25.0,2.0
533,Built-up  Area,Attibele,400.0,1.0,11.0,1.0
534,Built-up  Area,Attibele,400.0,1.0,12.0,1.0
535,Built-up  Area,Attibele,400.0,1.0,14.0,1.0
536,Super built-up  Area,Attibele,500.0,1.0,17.0,1.0
537,Plot  Area,Attibele,2168.0,4.0,95.0,4.0
538,Built-up  Area,Attibele,395.0,1.0,10.25,1.0
539,Built-up  Area,Attibele,420.0,1.0,17.0,1.0
541,Built-up  Area,Attibele,418.0,1.0,12.0,1.0
542,Built-up  Area,Attibele,1200.0,2.0,42.0,2.0
543,Super built-up  Area,Attibele,400.0,1.0,10.0,1.0
544,Super built-up  Area,Attibele,695.0,1.0,25.0,2.0
545,Super built-up  Area,Attibele,850.0,1.0,25.0,2.0
546,Built-up  Area,Attibele,2400.0,3.0,120.0,3.0
547,Built-up  Area,Attibele,450.0,1.0,12.5,1.0
551,Super built-up  Area,Attibele,782.0,1.0,19.55,1.0
553,Super built-up  Area,Attibele,656.0,2.0,25.0,2.0
554,Built-up  Area,Attibele,400.0,1.0,11.5,1.0
555,Carpet  Area,Attibele,460.0,1.0,13.0,1.0
556,Super built-up  Area,Attibele,418.0,2.0,11.5,1.0
557,Plot  Area,Attibele,1000.0,2.0,42.0,2.0
558,Super built-up  Area,Attibele,550.0,1.0,11.5,1.0
560,Built-up  Area,Attibele,410.0,1.0,10.0,1.0
561,Plot  Area,Attibele,1700.0,3.0,65.0,3.0
562,Super built-up  Area,Attibele,400.0,1.0,10.25,1.0
563,Super built-up  Area,Attibele,656.0,2.0,25.0,2.0
564,Plot  Area,Attibele,1500.0,3.0,90.0,3.0
565,Built-up  Area,Attibele,520.0,1.0,15.0,1.0
566,Super built-up  Area,BEML Layout,1060.0,2.0,55.0,2.0
568,Built-up  Area,BEML Layout,999.0,2.0,45.0,2.0
569,Plot  Area,BEML Layout,1196.0,3.0,150.0,4.0
570,Plot  Area,BEML Layout,2400.0,4.0,225.0,5.0
572,Super built-up  Area,BEML Layout,1194.0,2.0,65.0,2.0
573,Super built-up  Area,BEML Layout,1200.0,2.0,67.0,2.0
574,Plot  Area,BEML Layout,2400.0,2.0,228.0,2.0
577,Super built-up  Area,BEML Layout,1194.0,2.0,65.0,2.0
578,Plot  Area,BTM 2nd Stage,1260.0,5.0,185.0,3.0
579,Carpet  Area,BTM 2nd Stage,950.0,2.0,52.0,2.0
580,Built-up  Area,BTM 2nd Stage,1850.0,3.0,170.0,3.0
581,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,80.0,2.0
582,Super built-up  Area,BTM 2nd Stage,1274.0,2.0,70.0,2.0
584,Super built-up  Area,BTM 2nd Stage,1070.0,2.0,48.0,2.0
585,Built-up  Area,BTM 2nd Stage,1280.0,2.0,80.0,2.0
586,Built-up  Area,BTM 2nd Stage,1100.0,2.0,70.0,2.0
587,Super built-up  Area,BTM 2nd Stage,1000.0,2.0,58.0,2.0
588,Plot  Area,BTM 2nd Stage,2990.0,5.0,416.0,5.0
589,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,55.0,2.0
590,Super built-up  Area,BTM 2nd Stage,2200.0,3.0,220.0,3.0
591,Super built-up  Area,BTM 2nd Stage,2780.0,4.0,325.0,3.0
592,Plot  Area,BTM 2nd Stage,2400.0,2.0,360.0,3.0
593,Super built-up  Area,BTM 2nd Stage,965.0,2.0,56.0,2.0
594,Super built-up  Area,BTM 2nd Stage,1147.0,2.0,75.0,2.0
595,Built-up  Area,BTM 2nd Stage,1750.0,3.0,172.0,3.0
596,Super built-up  Area,BTM 2nd Stage,1400.0,2.0,90.0,2.0
597,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,70.0,2.0
598,Super built-up  Area,BTM 2nd Stage,1100.0,2.0,47.0,2.0
599,Super built-up  Area,BTM 2nd Stage,930.0,2.0,46.0,2.0
601,Super built-up  Area,BTM 2nd Stage,2500.0,3.0,345.0,3.0
602,Super built-up  Area,BTM Layout,1150.0,2.0,63.0,2.0
603,Built-up  Area,BTM Layout,3300.0,6.0,165.0,6.0
604,Built-up  Area,BTM Layout,1450.0,2.0,81.0,3.0
605,Super built-up  Area,BTM Layout,1776.0,2.0,75.0,3.0
606,Super built-up  Area,BTM Layout,1458.0,3.0,79.0,3.0
607,Built-up  Area,BTM Layout,935.0,2.0,51.5,2.0
608,Super built-up  Area,BTM Layout,1020.0,2.0,46.5,2.0
609,Super built-up  Area,BTM Layout,1600.0,3.0,112.0,3.0
610,Built-up  Area,BTM Layout,1300.0,2.0,75.0,3.0
611,Built-up  Area,BTM Layout,1540.0,2.0,78.0,3.0
612,Super built-up  Area,BTM Layout,450.0,1.0,20.0,1.0
613,Super built-up  Area,BTM Layout,1196.0,2.0,56.81,2.0
614,Super built-up  Area,BTM Layout,1470.0,2.0,99.0,3.0
617,Super built-up  Area,Babusapalaya,1611.0,2.0,66.0,3.0
619,Super built-up  Area,Babusapalaya,1675.0,3.0,75.0,3.0
620,Super built-up  Area,Babusapalaya,1141.0,2.0,46.0,2.0
621,Built-up  Area,Babusapalaya,1500.0,2.0,57.0,2.0
623,Super built-up  Area,Babusapalaya,1050.0,2.0,45.0,2.0
624,Super built-up  Area,Babusapalaya,1141.0,2.0,45.9,2.0
626,Super built-up  Area,Babusapalaya,1230.0,3.0,53.0,3.0
627,Built-up  Area,Babusapalaya,1105.0,2.0,40.0,2.0
628,Super built-up  Area,Babusapalaya,1410.0,2.0,65.0,3.0
629,Super built-up  Area,Babusapalaya,1450.0,2.0,55.99,2.0
630,Super built-up  Area,Babusapalaya,1100.0,2.0,38.0,2.0
632,Super built-up  Area,Babusapalaya,1061.0,2.0,33.84,2.0
633,Super built-up  Area,Babusapalaya,1061.0,2.0,38.95,2.0
634,Super built-up  Area,Babusapalaya,1061.0,2.0,34.0,2.0
635,Super built-up  Area,Babusapalaya,1245.0,2.0,58.0,2.0
636,Super built-up  Area,Badavala Nagar,1494.0,2.0,94.55,3.0
637,Super built-up  Area,Badavala Nagar,1274.0,2.0,81.0,2.0
638,Super built-up  Area,Badavala Nagar,1842.0,3.0,115.0,3.0
639,Super built-up  Area,Badavala Nagar,1494.0,2.0,94.55,3.0
640,Super built-up  Area,Badavala Nagar,1274.0,2.0,81.0,2.0
641,Super built-up  Area,Badavala Nagar,1494.0,2.0,94.55,3.0
642,Super built-up  Area,Badavala Nagar,1842.0,3.0,115.0,3.0
643,Super built-up  Area,Badavala Nagar,1842.0,3.0,115.0,3.0
644,Super built-up  Area,Badavala Nagar,1842.0,3.0,115.0,3.0
645,Super built-up  Area,Balagere,1210.0,2.0,80.9,2.0
648,Super built-up  Area,Balagere,1210.0,2.0,72.0,2.0
649,Super built-up  Area,Balagere,1205.0,2.0,78.5,2.0
650,Super built-up  Area,Balagere,790.5,1.0,41.9,1.0
653,Super built-up  Area,Balagere,1007.0,2.0,65.0,2.0
654,Super built-up  Area,Balagere,1205.0,2.0,70.0,2.0
655,Super built-up  Area,Balagere,1210.0,2.0,74.0,2.0
656,Super built-up  Area,Balagere,1210.0,2.0,83.0,2.0
657,Built-up  Area,Balagere,675.0,1.0,45.0,1.0
658,Super built-up  Area,Balagere,656.0,1.0,43.0,1.0
660,Super built-up  Area,Balagere,1012.0,2.0,64.0,2.0
661,Super built-up  Area,Balagere,1007.0,2.0,62.0,2.0
662,Built-up  Area,Balagere,1007.0,2.0,67.0,2.0
663,Super built-up  Area,Balagere,1007.0,2.0,66.0,2.0
666,Super built-up  Area,Balagere,645.0,1.0,34.18,1.0
669,Super built-up  Area,Balagere,790.5,1.0,42.295,1.0
670,Super built-up  Area,Balagere,1012.0,2.0,65.0,2.0
671,Super built-up  Area,Balagere,656.0,1.0,38.77,1.0
672,Super built-up  Area,Balagere,645.0,1.0,39.0,1.0
673,Built-up  Area,Balagere,645.0,1.0,41.0,1.0
674,Super built-up  Area,Balagere,1210.0,2.0,82.0,2.0
675,Super built-up  Area,Balagere,661.0,1.0,33.0,1.0
676,Super built-up  Area,Balagere,656.0,1.0,34.77,1.0
677,Super built-up  Area,Balagere,1205.0,2.0,73.87,2.0
678,Super built-up  Area,Balagere,1012.0,2.0,70.0,2.0
679,Super built-up  Area,Balagere,1007.0,2.0,68.0,2.0
681,Super built-up  Area,Balagere,1205.0,2.0,79.0,2.0
682,Built-up  Area,Balagere,1012.0,2.0,68.0,2.0
684,Super built-up  Area,Banashankari,1077.0,2.0,37.64,2.0
685,Super built-up  Area,Banashankari,1470.0,2.0,88.64,3.0
686,Built-up  Area,Banashankari,1300.0,2.0,75.0,3.0
687,Super built-up  Area,Banashankari,1800.0,3.0,115.0,3.0
688,Built-up  Area,Banashankari,1125.0,2.0,63.0,2.0
690,Super built-up  Area,Banashankari,1310.0,2.0,80.0,2.0
691,Super built-up  Area,Banashankari,2600.0,4.0,135.0,3.0
692,Super built-up  Area,Banashankari,1900.0,2.0,170.0,3.0
693,Super built-up  Area,Banashankari,1260.0,2.0,75.0,2.0
694,Super built-up  Area,Banashankari,1170.0,2.0,46.79,2.0
696,Built-up  Area,Banashankari,1350.0,2.0,83.0,3.0
698,Super built-up  Area,Banashankari,1330.0,2.0,78.0,2.0
699,Super built-up  Area,Banashankari,1400.0,2.0,78.0,3.0
700,Super built-up  Area,Banashankari,1700.0,3.0,125.0,3.0
701,Super built-up  Area,Banashankari,1020.0,2.0,40.79,2.0
702,Super built-up  Area,Banashankari,1600.0,2.0,63.98,2.0
703,Super built-up  Area,Banashankari,1041.0,2.0,36.44,2.0
704,Super built-up  Area,Banashankari,2400.0,1.0,200.0,1.0
705,Super built-up  Area,Banashankari,1390.0,2.0,86.0,2.0
706,Super built-up  Area,Banashankari,1460.0,2.0,70.0,2.0
707,Super built-up  Area,Banashankari,1200.0,2.0,60.0,2.0
708,Super built-up  Area,Banashankari,1290.0,2.0,80.0,2.0
709,Super built-up  Area,Banashankari,2582.0,5.0,250.0,3.0
710,Built-up  Area,Banashankari,1186.0,2.0,65.0,2.0
711,Super built-up  Area,Banashankari,1650.0,3.0,101.0,3.0
713,Super built-up  Area,Banashankari,1181.0,2.0,75.0,2.0
714,Super built-up  Area,Banashankari,1105.0,2.0,90.0,2.0
715,Super built-up  Area,Banashankari,720.0,1.0,60.0,1.0
716,Super built-up  Area,Banashankari,1040.0,2.0,45.0,2.0
717,Super built-up  Area,Banashankari,1330.0,2.0,77.0,2.0
718,Super built-up  Area,Banashankari,1200.0,2.0,49.0,2.0
719,Super built-up  Area,Banashankari,1185.0,2.0,67.0,2.0
720,Super built-up  Area,Banashankari,1000.0,2.0,50.0,2.0
721,Super built-up  Area,Banashankari,1650.0,3.0,90.75,3.0
722,Super built-up  Area,Banashankari,1650.0,3.0,101.0,3.0
723,Super built-up  Area,Banashankari,1310.0,2.0,80.43,2.0
724,Built-up  Area,Banashankari,600.0,1.0,27.0,2.0
725,Super built-up  Area,Banashankari,1430.0,2.0,87.8,2.0
726,Super built-up  Area,Banashankari,1020.0,2.0,42.83,2.0
728,Built-up  Area,Banashankari,1540.0,3.0,80.0,3.0
729,Super built-up  Area,Banashankari,1195.0,2.0,35.84,2.0
730,Super built-up  Area,Banashankari,1683.0,3.0,115.0,3.0
731,Built-up  Area,Banashankari,1800.0,3.0,125.0,3.0
732,Super built-up  Area,Banashankari,1175.0,2.0,41.13,2.0
733,Super built-up  Area,Banashankari,1750.0,2.0,89.0,3.0
734,Super built-up  Area,Banashankari,1800.0,3.0,175.0,3.0
735,Super built-up  Area,Banashankari,1450.0,2.0,50.75,2.0
736,Super built-up  Area,Banashankari,1770.0,3.0,108.0,3.0
737,Super built-up  Area,Banashankari,1800.0,3.0,125.0,3.0
740,Super built-up  Area,Banashankari,1200.0,3.0,74.52,3.0
741,Super built-up  Area,Banashankari,1100.0,2.0,63.0,2.0
742,Super built-up  Area,Banashankari,1020.0,2.0,40.79,2.0
743,Super built-up  Area,Banashankari,1260.0,2.0,75.0,2.0
745,Super built-up  Area,Banashankari,1426.0,3.0,85.0,3.0
746,Super built-up  Area,Banashankari Stage II,1700.0,2.0,150.0,2.0
747,Plot  Area,Banashankari Stage II,1200.0,2.0,150.0,4.0
748,Super built-up  Area,Banashankari Stage II,1500.0,2.0,120.0,3.0
749,Plot  Area,Banashankari Stage II,2400.0,3.0,510.0,5.0
750,Plot  Area,Banashankari Stage II,500.0,2.0,55.0,2.0
751,Plot  Area,Banashankari Stage II,1050.0,3.0,125.0,4.0
752,Super built-up  Area,Banashankari Stage II,1240.0,2.0,59.52,3.0
753,Built-up  Area,Banashankari Stage II,1250.0,2.0,110.0,2.0
754,Super built-up  Area,Banashankari Stage II,1260.0,2.0,95.0,3.0
755,Plot  Area,Banashankari Stage II,2400.0,2.0,300.0,3.0
756,Super built-up  Area,Banashankari Stage II,1400.0,2.0,100.0,2.0
757,Super built-up  Area,Banashankari Stage II,2800.0,3.0,425.0,5.0
758,Built-up  Area,Banashankari Stage II,3000.0,3.0,450.0,3.0
759,Built-up  Area,Banashankari Stage II,1200.0,2.0,198.0,3.0
760,Super built-up  Area,Banashankari Stage II,1245.0,2.0,125.0,2.0
761,Super built-up  Area,Banashankari Stage III,1305.0,2.0,58.7,3.0
762,Super built-up  Area,Banashankari Stage III,1145.0,2.0,58.4,2.0
763,Super built-up  Area,Banashankari Stage III,1650.0,3.0,118.0,3.0
764,Plot  Area,Banashankari Stage III,2400.0,4.0,240.0,4.0
765,Super built-up  Area,Banashankari Stage III,1350.0,2.0,68.0,3.0
767,Super built-up  Area,Banashankari Stage III,1305.0,2.0,59.0,3.0
768,Super built-up  Area,Banashankari Stage III,1305.0,2.0,60.0,3.0
769,Super built-up  Area,Banashankari Stage III,1200.0,2.0,42.0,2.0
770,Super built-up  Area,Banashankari Stage III,1305.0,2.0,59.0,3.0
771,Super built-up  Area,Banashankari Stage III,1480.0,3.0,75.48,3.0
772,Super built-up  Area,Banashankari Stage III,1305.0,2.0,59.0,3.0
773,Built-up  Area,Banashankari Stage III,1304.0,2.0,111.0,2.0
774,Built-up  Area,Banashankari Stage III,3000.0,6.0,150.0,6.0
775,Super built-up  Area,Banashankari Stage III,1085.0,2.0,50.0,2.0
776,Super built-up  Area,Banashankari Stage III,1500.0,2.0,100.0,3.0
777,Plot  Area,Banashankari Stage III,1350.0,1.0,145.0,1.0
778,Built-up  Area,Banashankari Stage III,2100.0,3.0,147.0,4.0
779,Super built-up  Area,Banashankari Stage III,1420.0,2.0,95.0,3.0
780,Super built-up  Area,Banashankari Stage V,1300.0,2.0,58.5,3.0
781,Super built-up  Area,Banashankari Stage V,1305.0,2.0,49.0,3.0
782,Super built-up  Area,Banashankari Stage V,1035.0,2.0,35.77,2.0
783,Super built-up  Area,Banashankari Stage V,1355.0,2.0,61.0,3.0
784,Super built-up  Area,Banashankari Stage V,1510.0,3.0,47.57,3.0
785,Super built-up  Area,Banashankari Stage V,1650.0,3.0,51.98,3.0
786,Super built-up  Area,Banashankari Stage V,1630.0,3.0,51.35,3.0
787,Super built-up  Area,Banashankari Stage V,1510.0,3.0,47.57,3.0
788,Super built-up  Area,Banashankari Stage V,1315.0,2.0,49.0,3.0
789,Super built-up  Area,Banashankari Stage V,1540.0,3.0,48.51,3.0
790,Super built-up  Area,Banashankari Stage V,920.0,2.0,41.5,2.0
791,Super built-up  Area,Banashankari Stage VI,1177.5,2.0,59.935,2.0
792,Built-up  Area,Banashankari Stage VI,4800.0,4.0,190.0,4.0
793,Plot  Area,Banashankari Stage VI,2800.0,4.0,89.0,4.0
794,Plot  Area,Banashankari Stage VI,2200.0,4.0,195.0,4.0
795,Super built-up  Area,Banashankari Stage VI,1160.0,2.0,59.0,2.0
796,Super built-up  Area,Banashankari Stage VI,1180.0,2.0,59.47,2.0
797,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,71.73,3.0
798,Super built-up  Area,Banashankari Stage VI,1392.0,3.0,69.46,3.0
799,Super built-up  Area,Banashankari Stage VI,1410.5,2.0,70.385,3.0
800,Plot  Area,Banashankari Stage VI,4800.0,3.0,200.0,4.0
801,Super built-up  Area,Banaswadi,1184.0,2.0,53.0,2.0
802,Super built-up  Area,Banaswadi,1145.0,2.0,55.0,2.0
803,Super built-up  Area,Banaswadi,1250.0,2.0,60.0,2.0
804,Super built-up  Area,Banaswadi,1365.0,2.0,73.0,2.0
805,Plot  Area,Banaswadi,1903.0,6.0,140.0,5.0
806,Super built-up  Area,Banaswadi,1222.0,2.0,80.0,2.0
807,Super built-up  Area,Banaswadi,870.0,2.0,38.0,2.0
808,Super built-up  Area,Banaswadi,1200.0,2.0,60.0,2.0
810,Super built-up  Area,Banaswadi,527.0,1.0,35.0,1.0
811,Super built-up  Area,Banaswadi,1340.0,2.0,73.0,2.0
812,Super built-up  Area,Banaswadi,1008.0,2.0,52.0,2.0
813,Built-up  Area,Banaswadi,1105.0,2.0,57.0,2.0
814,Plot  Area,Banjara Layout,1200.0,2.0,70.0,2.0
815,Built-up  Area,Banjara Layout,1050.0,2.0,64.8,2.0
816,Plot  Area,Banjara Layout,753.0,3.0,59.5,2.0
817,Plot  Area,Banjara Layout,2500.0,4.0,140.0,3.0
818,Super built-up  Area,Bannerghatta,3012.0,6.0,250.0,4.0
819,Super built-up  Area,Bannerghatta,1665.0,3.0,110.0,3.0
820,Super built-up  Area,Bannerghatta,2370.0,4.0,195.0,3.0
821,Super built-up  Area,Bannerghatta,1100.0,2.0,66.0,2.0
822,Super built-up  Area,Bannerghatta,2895.5,2.0,246.0,4.0
823,Super built-up  Area,Bannerghatta,1113.0,2.0,70.0,2.0
824,Super built-up  Area,Bannerghatta,1200.0,2.0,73.2,2.0
825,Super built-up  Area,Bannerghatta,1070.0,2.0,87.0,2.0
826,Super built-up  Area,Bannerghatta,1776.0,3.0,124.0,3.0
827,Super built-up  Area,Bannerghatta,1776.0,3.0,150.0,3.0
828,Built-up  Area,Bannerghatta Road,500.0,1.0,18.5,1.0
829,Super built-up  Area,Bannerghatta Road,1050.0,2.0,65.0,2.0
830,Super built-up  Area,Bannerghatta Road,1170.0,2.0,66.0,3.0
831,Super built-up  Area,Bannerghatta Road,595.0,1.0,33.32,1.0
832,Carpet  Area,Bannerghatta Road,1445.0,3.0,95.0,3.0
833,Super built-up  Area,Bannerghatta Road,1640.0,2.0,120.0,3.0
835,Super built-up  Area,Bannerghatta Road,1460.0,2.0,90.0,3.0
837,Super built-up  Area,Bannerghatta Road,1179.0,2.0,66.02,2.0
838,Super built-up  Area,Bannerghatta Road,1122.5,2.0,58.935,2.0
839,Built-up  Area,Bannerghatta Road,793.0,2.0,45.0,2.0
841,Super built-up  Area,Bannerghatta Road,1400.0,2.0,78.0,2.0
843,Built-up  Area,Bannerghatta Road,1215.0,2.0,50.0,2.0
844,Super built-up  Area,Bannerghatta Road,1654.0,3.0,100.0,3.0
845,Built-up  Area,Bannerghatta Road,1181.0,2.0,55.0,2.0
847,Super built-up  Area,Bannerghatta Road,1200.0,2.0,75.0,2.0
849,Super built-up  Area,Bannerghatta Road,595.0,1.0,31.83,1.0
850,Super built-up  Area,Bannerghatta Road,1105.0,2.0,51.0,2.0
851,Super built-up  Area,Bannerghatta Road,1255.0,2.0,65.26,2.0
853,Super built-up  Area,Bannerghatta Road,1550.0,3.0,82.0,3.0
855,Super built-up  Area,Bannerghatta Road,1650.0,3.0,122.0,3.0
856,Built-up  Area,Bannerghatta Road,912.0,2.0,55.0,2.0
857,Super built-up  Area,Bannerghatta Road,1218.0,2.0,73.0,2.0
859,Super built-up  Area,Bannerghatta Road,1115.0,2.0,65.12,2.0
861,Super built-up  Area,Bannerghatta Road,1893.0,3.0,100.0,3.0
862,Built-up  Area,Bannerghatta Road,1600.0,3.0,95.0,3.0
863,Super built-up  Area,Bannerghatta Road,1275.0,2.0,65.0,2.0
864,Super built-up  Area,Bannerghatta Road,892.0,2.0,39.0,2.0
866,Super built-up  Area,Bannerghatta Road,1260.0,2.0,70.0,2.0
868,Built-up  Area,Bannerghatta Road,1157.0,2.0,40.0,2.0
869,Built-up  Area,Bannerghatta Road,1150.0,2.0,65.0,2.0
